,business_id,IdAtributos
120,lPrP8gnPk3496WYAZUI0YQ,0
121,5ewePyN_mEE_79OmYyYBEA,0
122,6LCZLGa09Qifn6rG7-DNrg,0
123,WfZ7KkYL1eIO3ZrNeASYJw,0
124,qime1yD6_CozBvBtIpsmaw,0
125,2yvhmFHilEjriSZi4hdsEQ,0
126,wDlhgWwRSlHPgAiyifQhOg,0
127,o2dT2sftYNNa7Dlimizmdg,0
128,PsFQZqgJ_219iIi51PJPAg,0
129,KR3JxgQ4ZhcqUC6aNsUCEA,0
130,WFRro-8uIBpKoJ1VSKrpdw,0
131,gBsPBsfVQj4NRfmlGlQSRQ,0
132,3hlI68hS0pKFY6_rK5UU_g,0
133,Q29COlGLE05VZhQ1ZtxIDg,0
134,MMtD1yzXl1LIulXBHcYWzg,0
135,sT95lzu4PJL6ezLGfNNi8A,0
136,xVgrzXaOky9Lo0f3NgZCmA,0
137,2nk4hq2oRfym8ROQ5iS47g,0
138,LnQRfj3pPz0369stRnwUWw,0
139,U0ICWpbd1C0GD9SpIv3bSA,0
140,Swjkmg5qAHT6hwXQRWQoHQ,0
141,z5YxP_jyIU7dRKUA7V_H0w,0
142,rHDn8wQTL8wRmS2CWSK_EQ,0
143,t1P8sQvq-XkljRDPocBZSQ,0
144,DGvkU7CkdBs6lNbncQmF3A,0
145,wuzoQhym6ll3fjAiVgIJbw,0
146,3DDRYqCzc3Yhh7WOpNh7tg,0
147,zdG9d52hqH0JIk65LQzcaA,0
148,plYv1QpBDnLJ8cOtvZvmfA,0
149,Zt3fHShfpoP-i28IAGCpUQ,0
150,DszOO6k_s2wuGhTw2AsUdA,0
151,oQ5CPRt0R3AzFvcjNOqB1w,0
152,hnJ_Bt2-Io_Mdf9p1KlprQ,0
153,hTwH2pC6H9t-3F9preBw8Q,0
154,e2DMbDxbA_Ur7A18mGuRsg,0
155,nEGvWaf83aWdd55pgok_hw,0
156,LtroRglV_5uoQFnBXPHw8w,0
157,zzyx5x0Z7xXWWvWnZFuxlQ,0
158,2brttsiFBlW8070dsPzQDA,0
159,q4aAaxdN4wmUZoC6sKEwsw,0
160,saY6vCt-GsDfh6QYAA3WYQ,0
161,H2pjAMidnNNIf_R5PYSeHw,0
162,WF_KgJ1tuhz6rMI4_xZSRw,0
163,fmeU9uSwRHpfBSNnYQbeXQ,0
164,mvJazJqQvm7CO7kykpDptg,0
165,TV81bpCQ6p6o4Hau5hk-zw,0
166,wP0SSjU7R-m9j-VRhOCzmg,0
167,FP9ZXPGauwBogiRLxO5WPg,0
168,SpAadyG1NUqLQJ15NW4wlA,0
169,K-0ysAHUo1XBYcw7hB10hw,0
170,oGdbvXKXVCQ8WC_GQePDkQ,0
171,NZxpEaAQR-YjrzmqYjjW4A,0
172,sNyHfboSOs-ESN76cYFfTA,0
173,BjBDHqHhMXSxgyVipccznQ,0
174,yDiWYpuzRxcTgSi_O4JZpQ,0
175,UvBSMmsmtT4RABoKy2ZJeQ,0
176,eO3Ld3wk5qljX3KUX035YQ,0
177,qFY_A3v2JFRjucZnMMVlcg,0
178,Birks4csk8zknL5a5QCiow,0
179,m7a94wUd2yWKtmxKb_Dbrw,0
180,BzQiDngZIG0MfbjJFg-yUQ,0
181,7L1kXfwU5XM6f6Jxo_L7Yg,0
182,zBIE3dDIjT4OVXecLnUb7w,0
183,v_o9A1ifsdR1o1ZZqP-_CA,0
184,2zocwC7qMq3LsivPn9Z-Eg,0
185,DXGJTiIJ2WS0ISLjMSQ5OA,0
186,vyyr3G874jpRYSQo2KPZow,0
187,8usO-H5uFTzlISfGZN8rSg,0
188,vAoCutZiiFsaZ7i8EQromg,0
189,c4D851qxOujE5KTH8upXTA,0
190,bw9vBLjjwyEEuDZ2kMo10Q,0
191,ZbJU9IM3vOpAwRMUWwb9pw,0
192,1qHkyWDixBqIE_SH4fuCXQ,0
193,Gjp3AjbcW3MQjkQv6BPQKA,0
194,V9XlikTxq0My4gE8LULsjw,0
195,ViYeIMLY_CJF9Z7N_-0KJA,0
196,ZMQrlSkugKYxgvRMU-EqFg,0
197,CinrOH8rMB2hEvPY_iFOHA,0
198,qfFKVxDqFbPtBTlKGQDapQ,0
199,M5rj-zpkCHcGXTxBbcrDXQ,0
200,xJIeT5--AiPdvPb5BRflyQ,0
201,7IeVKrDH1SIbjQ-up-CZ7w,0
202,SEqbI5iQLMR9XiGWaS3q1g,0
203,STtVemevd30WoiZWn_taiQ,0
204,I0053JmJ5DEFUWSJ8pikhA,0
205,tHKobCOXI4SCX9KJ_Ldcww,0
206,34Eqv8jXgxg_EEwcsNgeeg,0
207,HoXdBq2Puaj69d8z6lgiVw,0
208,P5ZFyQVpVHOCCpJ6HS-2SA,0
209,hZCp2jixJy358TeaiMwZ4A,0
210,qNXAR7i6Tb3m0J0UBurj6g,0
211,JDwp5guESWuyng2MSBYEjg,0
212,q_CK-buoiPFNDoNNU1yb1A,0
213,ym8OZtQKkXC2SOjJKew5Tw,0
214,N-tBrQMt2pc5JudffpDFmw,0
215,4rMNJ3twm3pvifwF6in4Sg,0
216,iTEqQMrPa88swEV-ZR85XA,0
217,n_YT3s1qmiX7RFup7negTQ,0
218,frsUjGnPi3uZausjo_1FIQ,0
219,e_9qxd4k6z58I9-b3vBxBA,0
220,z3hj8ATsC9mdhJ084XQFEw,0
221,INGFx5d5dnmhw0wfkDqx2g,0
222,F0AAzMdhv2RyjwHVned5bQ,0
223,g_4FE6yWIihMdVi3eHAtog,0
224,xrjlHBW8Q-kxZNxmMO0DqQ,0
225,5ZUyW2FV8jwtLQPMSbx6wA,0
226,91lYQWaMRHgnUlwv2bkkEQ,0
227,YgkX66irnC9Zo94xINR2aA,0
228,TfcpJBiFNnDaochnmp4M2Q,0
229,RIXWht1pZG8pe1SJk5hhXw,0
230,rlQ_i5QsFmHH4WihaPxJFw,0
231,krIXxF3-vdrnDqtaMv-5zw,0
232,HSzSGdcNaU7heQe0NJibIg,0
233,5xdd5KXz1TXmRI47M-VO2A,0
234,0mijbNf-7wiKJ9xto1pAyg,0
235,Abejc-Rwq-73V95830wQPg,0
236,56FK8aUDKFk_XNrKkgiSag,0
237,pj2A1tMl-p2ozYHS6FvHJQ,0
238,B7nlRFe3EeQwAWpUpefGHA,0
239,HPVpxcwDVjgZatc4M8bEnw,0
240,dBLJTwDHD_SHGnE4gwPWMQ,0
241,2KjXarF28RIn7_APW1b7qA,0
242,OSkLTJeSDAqdcfPGLPj81A,0
243,uKdQFH6QFdnifbF6F9DUgQ,0
244,GphUtL7kAHxd1CXxntt-Jw,0
245,n4mzDHKgJiMeEoX0YX0DcA,0
246,r8STQObXM971BFXQjDqS7w,0
247,SLmGshQmUoMPMlwbMuLWLQ,0
248,LMY6MT2btyp6q3eXWB2LMA,0
249,2UL1m2-3ID5pf47J4obqfA,0
250,F-NLo63QqYWQX59M_nNZmg,0
251,KxD2N_Xt-U6yFpTl1mUMGA,0
252,3puk4beQqK6zz8N4nTdhtQ,0
253,jQ0uNiLU9mzeuQMS-YdS_Q,0
254,EbBQI254WN0AoH-y21-gCA,0
255,eBGWJYj9meGtvgw0Tm7KwA,0
256,6pkegB2817FvPHwp9LVlxQ,0
257,kGMDSF0YpNwJ-c2BN5yBpw,0
258,p6DNTG1K_-QDid62LJfkvg,0
259,gme2kAz1FvvwNcYHvnsqRg,0
260,SLreQZjicOqB_7MCfJ8MdQ,0
261,k9W1gDPg4TziOTqY_xjTyQ,0
262,sR3vWwqzN7vexUpHW72r0A,0
263,eMffR5NKxgf1_lSJerrh-A,0
264,iKhJlRrpN1O0URjFTfXYcg,0
265,-mq1DwgcLU96PQbmcv3jRQ,0
266,rBdG_23USc7DletfZ11xGA,0
267,QKCV0ovgZ64mbuSRVYV_Yw,0
268,u9XTeDl_If4U5Eixl6ys7g,0
269,e90P2r1Vx_f1i9YqKOFWvw,0
270,j8JOZvfeHEfUWq3gEz6ABQ,0
271,P7WVgysLmf72i8Ql6mZtBA,0
272,i83igscgtx0fYkMoWFc2Ew,0
273,ZOpN8DhOaCV7IDDTr7G7Tg,0
274,SJY8KlZZvZdwkdCVG3U9pw,0
275,cpbtWzOte7xkChJi1b923Q,0
276,WztYbdm0lcWSQT8W7z_nBw,0
277,qyS7KHJNRR_1x-zIhDScBA,0
278,xn8-vEiXKNYYqjcS92Uanw,0
279,7KA6W8vNKhNzqtn3OrL8KQ,0
280,q3pBR16m1-w2y1fNpRDv5w,0
281,nJsNoDkZGLoHt6ioW4xUug,0
282,1CCaaunP7_hKs7wXSSJsKA,0
283,P5vYYNdfJN8sCTYWIWZgjw,0
284,zBOy9arp97nuwKuTal5Mkg,0
285,35skHdFAcUQxMYrO8ZOhkQ,0
286,IutQN-u-d_T4Ra0MMHKeIw,0
287,ubIwwAx-JxZmgSoJgW_0og,0
288,aSerIeob6N0QHkp-uVn7Dw,0
289,UqXyn-KwePFVhvo1rbQVVw,0
290,mn37iw7MSjkoDqozfPMuJA,0
291,Cs2dygQDyk_XxRL7uCgqrg,0
292,9Vdjwd9nesIGRx_1CvnS6g,0
293,VX_hsSXeHRYbfUxjxC3Urw,0
294,NsthHtVZPiTt3Zn7Wh5uLA,0
295,bP9wNL13Dekr9HM4el4T7w,0
296,H1ZTsd_d-wvunsT3ZmoBvg,0
297,pNcAnMQlDHDgTwUmlpYcQw,0
298,2mr3iGBh3cGDKA83uaKXqw,0
299,26P-A2QGP38Fevb0VtebNA,0
300,vTMDSBF1znpniWjZ02hdEw,0
301,1y8Y1LLHjkHuuI8mizESZg,0
302,Fd1UBvHTVzyR2RUqM_lFJA,0
303,DJJtybSWY0BygESsSrabqg,0
304,UX8iHG_tpDz0klN8hJWYjA,0
305,eGcuMueSQetKczbVMZ_gvw,0
306,Z42GbJnnbVMTSBCERfoPtw,0
307,sFSM33WAOHufdVa7qE8zGQ,0
308,rsDFJ05TiW7yBMdVuQ2tQQ,0
309,GJnYFvk9kbM182bKMFSAvg,0
310,ZZfKUKQbZ0updI1UdU7bYg,0
311,udsU77Rh2wAN7tEOmIUY7w,0
312,IV9Zoou8edeyGZqaUQ2c7Q,0
313,dIuZ9SDAkiFzg1yuA8RkeA,0
314,KuCqZJuqs7EEWzxeZ3w94Q,0
315,aDVUnV3T9hjfgh-su8l5AQ,0
316,l6jCy599UFBsa7x1xP0W_Q,0
317,lRPOodYgeRScvDDDO8_Qjg,0
318,YH4q3-gWnglR1vstuEM8nA,0
319,jbJTF1zVmZsk4hea8hoeVA,0
320,tixiynQF8-KztXQLpyctJA,0
321,P1RxIk_V8oI-vwHtTfC7bA,0
322,OoFCe8VbzzCr88SGC08omw,0
323,R2HcS5sJ3QpuhKfSry0O0Q,0
324,YsLWxGofR67D1a817Ve8GQ,0
325,wZqZRDkBf4IECiiALKV9PQ,0
326,3k6hh9nZHcwEkI0ZYJsplw,0
327,642IgLN1a8kjDIeAkaps1A,0
328,t1V22HQHjF1dlOfxJAWYRg,0
329,UG_XHcrBZ_7ZiskelIKbGQ,0
330,NnAfFmqKH3PBeigmuAeFNA,0
331,RWnrlVDBTWRUaNXwwcoCLQ,0
332,a3m6R2T06Ref3APOTGD5iw,0
333,DQkXUzZhCT_hhdq4BcTyLw,0
334,cL8PbQ_k1pke_IQEjNEvGg,0
335,kMkQHjDn0RzANz0IiwnP9Q,0
336,29t8lDBLiwkEd1HA356dOw,0
337,PXDLSN8Fg-YQmwGprVrRyA,0
338,TK31nJa2D8wYzgR0yaxTHw,0
339,19hAuW2ItR2S26Q5Ww_v9A,0
340,jZncFsMQdrq268OHq_Q6uw,0
341,-vSkeoIujNpKhITwvcYVLw,0
342,y-QkZt5QJORtN67AR-MC9A,0
343,siI0jxPhtrTAxV9GYJlBfg,0
344,pAoBDKK060h1a9uA1tn6Lw,0
345,twpSYr13Sd1p7lXOgm904w,0
346,SyKHFYhRzW1hlwDga5EWWw,0
347,ExfSwwCB1zQ6ZGd_UQ4wYQ,0
348,Tgb9Viuvl43GWIE88cqBUw,0
349,lLWTl6lkQkHOr3wq9VF0kQ,0
350,sVnNRROaOzoV7FCx7JRjIw,0
351,pAAPl2xMDmF1wep3QBlv9w,0
352,L55x84dRVC5OdQ4Bhji0nw,0
353,QsxDgLLRXaneBe5DelFpOw,0
354,pKHZMhEITU7Dx-Efj9_Xhw,0
355,S6WYH-0Q-r92L8YHZn413w,0
356,-sdxKwgP6209YUfoFiVuTQ,0
357,0qv2HW9RB4iPTGkPHkg42g,0
358,HnHkLgV8wijyHI0XbJkv4Q,0
359,my8iGnzOiOO3__WCuRRlbQ,0
360,08XjRgU24kHcikWd4Rg7rA,0
361,MoJkjvtSfkGOkIFHeVsZuQ,0
362,mKTQek1QqB7xQcPBMzfG6g,0
363,ljkoKff18EjKYh2d63guIQ,0
364,RUoeuPHqdeslYObqlDVPoQ,0
365,WO-oh0OYWzlmOYoZmowxkw,0
366,jziliEq8Zum-EynD5v-Hvg,0
367,hkNlx4gU-BPijHBKsLkq5A,0
368,CKuz_knK0BfLgTOD1GxxEw,0
369,PRpjxJNfK0I_em5CNLYpVA,0
370,gVLgBpqnqKiS6qAt0ZrEGw,0
371,u40qery_d1rwMwOprqCfKw,0
372,UZCe8bfQdU38wXzURA0RfA,0
373,v4jzYZvLqCxPvJLmYzMibg,0
374,0YHf1ohzF9h7_KzMAEgRcw,0
375,-zJfM9nlw0ljqF8Xpfa9og,0
376,vWjME92WddneF98IqzaNfQ,0
377,Zzb7S2zeXo1_BSEOKy-LhQ,0
378,6afesz8yZhjOgijkWl4jig,0
379,C6PUZBrxf7EJytNoEqTqlA,0
380,OUzXxq-nyVP7l3e82ZyZQA,0
381,dExbA_Nx9nQF3qSTeydzXg,0
382,kBN7qnzhO05Tfqjh76AnCg,0
383,it76K5FJuOtszt8cIoXaeA,0
384,tKQcHvqsntB4tobfh96avQ,0
385,rzA1L0RoV-qUKLTSvo5Skw,0
386,GqyOrF5X21ciTjnuSCH5PQ,0
387,mmaVybH7qA8IN6DoXYVzuw,0
388,X3AVbLMRGMmD5B-lH0OpQQ,0
389,7f6t1tRCcspimNvIG4rZBA,0
390,yxAe0Ml12jJS-tTW1kYTUQ,0
391,G_9q71F6KZ0l4qqBUjF4lQ,0
392,JLulel_40m_1LjqK4rWcrQ,0
393,9B3e-1Y13XJ1RabUpCuUnw,0
394,TQ114E0Rg0Y-v7IM114YCg,0
395,DVW9wdWzxzbV1UlUQdfntg,0
396,o8VR_4C-krOcgHiMoi-g6g,0
397,MKuAQtdo2NzoHRcyzG9TKg,0
398,hvi7FOP6LN8dMTGyV6YgWA,0
399,akPsFyMCb2D90nCsSXBZfQ,0
400,Fg2xoXaYtXtCW2Cggb0I7A,0
401,BcyHAag7lr2bVZGNW4u1dA,0
402,8Z8s_HNIKnxnzr4ErpJ7Yw,0
403,7Y3RjSc99a88oTMEgvazoA,0
404,W4EklwiIeQNH6QhkcGllQQ,0
405,4gz6JurOLglDSf5pH4z1kw,0
406,zbaBwAo-UGWZPTvbJVV9Iw,0
407,18ybeV_auGNiOmH-Gav7Gg,0
408,maKoR52gsKI9pTCu_OgIJg,0
409,I-bZsyEsmlJsqYObIF2V7A,0
410,Ka-js9Fn1yRGcyy3VBDPDg,0
411,eiYypETL1ne1n4e13tvPZg,0
412,qJ-v24ZJtqQ1rQG7C3jM6w,0
413,XH65ppjM-rlUmMnlH6CAFg,0
414,6GlNDFMzgaC3e09_Alfnwg,0
415,giEJm-5fmEyf_s3_9tgTKg,0
416,5ZBjwwJES0wAuphP3b8HMQ,0
417,GBD-YjcOD1nG0wv4L0Lvfg,0
418,DTnlMDM74mLXFOEzfMRQpw,0
419,5WrrZsSg2_XA1EJQq5LGAQ,0
420,fLdPuGl9_fa9PYFYb0gihA,0
421,UesAtrCdqntO6MvejjGDCg,0
422,qJmC4SnqZSFvtfCgPXPYVg,0
423,Uqt1G0GONM0fssrVRQeXKA,0
424,Xh5xeT-bl_War8N6C_g8Yw,0
425,q6V-xAaihjwVGj0pxWQ8Ig,0
426,xXFSEWRO0012YBbdoJ1kRw,0
427,Q0dyLkMZn3m5tCKROvbWmA,0
428,EqYmE48JUiquJMlmfpAdGA,0
429,e9F70YIra4nYm81iagOHCg,0
430,XHOU9WPIq5SYzCcBnODxEg,0
431,VLslDYcnX9guytYsQdU7yw,0
432,hrPLZ99KVPz_7yxZVfc9kA,0
433,JWqbjm0wtbbciu_Gb6Eqyw,0
434,LaqJHvI5NCKYAFvh_G88_Q,0
435,nrt_kZKsirgTFB3JY_bKpQ,0
436,Z3rj8aJKHP6soxiXP07e_A,0
437,Hg-vRAD8Xs12EdfsKuMF7g,0
438,rumPLvjy_ZMekZ5UBSF1ZA,0
439,n4T7WmI1zynpjLu7OYAgPA,0
440,xdy61kO_r5p6Zw30dsZ-ng,0
441,jhbJuMrHKP4Vb2kfsVizKg,0
442,IIJD7kVuO9k3VCj4hVjh3w,0
443,tKRWRAeEI-epyxAixU2vHg,0
444,pCpHrr2sUS58szoseyF2-w,0
445,KN7Ff0SN-P8yJIqW0awp1w,0
446,AkYhtRT0AjhYRemQkNO7WQ,0
447,lNGUaXgS-3LbGQwGn3zmJQ,0
448,-ltRJOR-r7MhOh7g48HQwg,0
449,41lJbk2WXU3R0GKDKxRFPA,0
450,VMWg_Hq-H1CRbClqL-CUlg,0
451,31ez6m6RWVsIwMCOWKFV2w,0
452,CCnuyfb1nd-doEpkj0OoHg,0
453,39mBRF_M0eO6BdR_CTwVBg,0
454,2gWAivEMugrIdrl0aol8IQ,0
455,6wzZ9FR3-bfqFz8ySgyavQ,0
456,gqFQzFJDFl1_8o9L8D3Phg,0
457,ZXmmYVlS2wzLZsedgLx86g,0
458,AHNkmdWu7-oUgkgslxTuiA,0
459,vzq6fz7jKPMFyTleF1aEFg,0
460,bqFduaiw9kgUKIgEpnGeCQ,0
461,BrrDVqLEjh28tXFJYclIFQ,0
462,RHMDQkb2XrEp9_zvKIfTTQ,0
463,WrV6iYQyaaOsfwk6fiDDXQ,0
464,UqVIB1oP-5s6RhQAt1ix5g,0
465,CFc1e_pMN7nxfvfw00kE2g,0
466,xrsxGPM30L7-AkB9rPyJVA,0
467,K11w4ri4QLSTcHIqOc1GFw,0
468,sFety7PHtIIujRMVvjblPQ,0
469,L0LzCtE3hh3KcmVGh_CNOw,0
470,Cx01sqUSyXEAnYRMiplYdA,0
471,8R_URQJrMN1VrlLFpArSAg,0
472,ktM6aYuzqWd-kA8SIWswiQ,0
473,LB1Jh6yrslRT-X88AyhWkQ,0
474,MM_v-KIUJiXLCxnkIqPKWA,0
475,hjhJcg-0c-YDAU-OmKbJ7Q,0
476,Cx3gpL850ZeHPR6XFGi9jQ,0
477,5xW1QiUC2PEwa8jDha0scQ,0
478,TaLabljq-XUNCns3SsHzGQ,0
479,8n-f4frD4hzggV5BV2ploQ,0
480,xNlIIm07eJ3jdsXF2KW2nA,0
481,fXYyThLrkkOplmMs5nOxxA,0
482,vnQgWhtfE2dkqooJEo39rw,0
483,EtM079Cj7-B3G7jPsGYb_Q,0
484,mPx8V2VAG20Z_TcKap7Zwg,0
485,GNaRBFMly03aUhnC_ZGtZA,0
486,lXb5-qP44LUgu5gux2G21A,0
487,iYUwyARgC_RNPA1rTlL3-Q,0
488,nHJZqyBE33qSQDft0Sk_XQ,0
489,08T_q7wWwv9ipOgnTAstxA,0
490,dHpHptXgn1gpuxr_4DrMYQ,0
491,Q9S3gagnvkr_uy9MD-DeUw,0
492,6bzk6tP3jpmZcn6YKSroSg,0
493,gB1PKRyyBj0ZnKrb8byMCA,0
494,3Mkq8tRk9eb_eYY2ZAN1_g,0
495,mVB1bPARx9FnyAONp2PNkA,0
496,-J2jdESTpkDW183YbKOPig,0
497,09DHLOMn3ZfxnkiLxanL5w,0
498,heYh7-A_agC6BvgAQtFYHA,0
499,QvgFBzjnJghlPvwEVFX84Q,0
500,U6XYdXFP18ZgkCIrfxe_nA,0
501,UbOKUEIgIyRrmm_vTn-wfA,0
502,bINtHXaDcPLI4eM_n7-SAQ,0
503,wzPc5d1l0PpxQLQDhh8T2w,0
504,WfjsGrbSIswLMwGtKVNcwQ,0
505,IrKijM5kfnVtphQahGjBww,0
506,fT0lXvUz41XaZbgtSMqTKg,0
507,2AUr-ZfDw80CTJLSEhE90Q,0
508,3VqPrx-h1B4TPNCcE_xilw,0
509,hPqOZy9kbt0USiapnNm9qQ,0
510,IQ-FUxpwpibrfOpj6d8Asg,0
511,RhOmfg3_ZDdL6gpKZSZmvg,0
512,psOqIF1o1wEIMW-TmylBcA,0
513,vz6aFL15sHzcboC-CcOLdQ,0
514,JD3XeKkncBYg3Q1IAfABhg,0
515,kaeBcG94MaJ4Zs2Xt4SIbQ,0
516,v264RTsTSNmHiQ8RYuWZJQ,0
517,z6-UhljI4jqBMyMrCUoz0Q,0
518,htAvfhp2wcMCGHeNNdNYIA,0
519,H5QWbEbPdvNwvZ7Uw3fGEw,0
520,6HTGlttrzCMsuGBHO1ZGiw,0
521,9Mm9xvLfiI72E3Inhmn82g,0
522,4uFdsXh_CveCGsx3DgET1Q,0
523,N4o-T6EeZja_fIatrFwx1A,0
524,e7I5Kj_kVMFdEW35RN0AEA,0
525,imMA8kcgL-oUykItAyKSUg,0
526,DTwt8_pCuGyQbiIfXNdhDw,0
527,75tAgziBoJ6U_IkMwgdrfw,0
528,Ek4C_6b5alhLBl74XNGmSA,0
529,gU1_lxwL3nO0Wzi1TCeG2A,0
530,D8hXDsv3TG-i2dvzgY5kLQ,0
